genre,definition
youth orchestra,A youth orchestra orchestra young typically ranging teenagers conservatory Depending age range serve different Orchestras young students primary purpose music led conductor music Some youth orchestras set professional symphony training ground future community outreach This particularly common United examples including San Francisco Symphony Youth Orchestra New York Youth professional orchestra receive parts days play youth orchestras typically rehearse concert program This additional time gives conductor coach orchestra teach learn skills required orchestral including instrumental techniques ensemble significant festival youth orchestras Young Euro taking place summer Konzerthaus Berlin
myanmar indie,
sound team,
ghoststep,
blackgaze,Blackgaze fusion genre combining elements black metal The word blend names described The Guardian buzz term new school bands taking black metal shadows melding blast dungeon wailing razorwire guitars reflective melodies shoegaze According blackgaze alien instrumentation black metal dreamy soundscapes atmospheric black metal bands like Ulver genre pioneered French musician Neige projects Alcest Amesoeurs risen prominence success American group The Guardian named Deafheaven de facto poster likely open black metal wider described second album Sunbather critically acclaimed album Metacritic seminal
demoscene,The demoscene international computer art subculture focused producing extremely computer programs produce audiovisual The purpose demo visual musical Demos demoscene productions shared festivals known voted attend released roots home computer revolution early subsequent advent software Crackers altered code video games remove copy claiming credit adding introduction screens They soon started competing best visual presentation Through making intros new community eventually independent software sharing productions latest consumer technology vintage home computers Often terms vaguely describe products newer older In oldskool department techniques past like pixel chipmusic constantly
doujin,Doujin music dōjin called otokei doujin doujin Doujin Japanese works based official products completely original Such products sold online specialized conventions popular
mariachi cristiano,
sierreno,
anarcho-punk,known anarchist punk peace ideological subgenre punk rock promotes Some use term broadly refer punk music anarchist lyrical figure crust hardcore folk
armenian hip hop,
polynesian hip hop,
puerto rican folk,
vincy soca,
field recording,Field recording term audio recording produced outside recording term applies recordings natural It applies sound recordings like electromagnetic fields vibrations different microphones like passive magnetic antenna electromagnetic recordings contact For underwater field field recordist uses hydrophones capture sounds movements aquatic These recordings useful sound recording natural called phonography term chosen illustrate similarities originally developed documentary adjunct research work foley work With introduction portable recording subsequently evocative artform In processed natural phonographic Irv Environments refer simple monaural stereo recordings taken musicians familiar casual ethnomusicology recordings pioneered John Nonesuch Vanguard
psychedelic jazz fusion,
psydub,Psydub inaccurately ambient fusion genre electronic music roots psychedelic ambient dub dub elements melodic deep reggae roots producing techniques like dynamically adding extensive panoramic occasional dubbing vocal instrumental snippets original version incorporated ambient element emphasis tone psytrance elements frequencies hypnotic melodies use Those samples contain references extraterrestrial body time spirituality similar mysterious unconventional highly influenced music
russian death metal,
massage,Massage manipulation soft Massage techniques commonly applied The purpose massage generally treatment body stress In European person professionally trained massages traditionally known masseur masseuse In United individuals referred massage certified licensed massage professional clients treated lying massage sitting massage lying mat There different modalities massage including limited deep manual lymphatic structural trigger
korean classical performance,
musica costena,
ambeat,
dub metal,
jig and reel,
action rock,
edm,EDM refer
indian jazz,Jazz music India originated Mumbai known Kolkata known jazz musicians They inspired Goan musicians imbibed jazz sounds Hindi film music There interaction Indian music jazz An active jazz scene exists today cities like Mumbai known
koto,Koto refer Italian synth pop Japanese musical ligature Japanese traditional dress village Bosnia ward National Public radio station licensed timber species referred trade novel The Old Capital Yasunari titled Koto Japanese
classical piano trio,
genshin,Genshin July known Eshin Sōzu influential number Buddhist Tendai sect active tenth eleventh centuries trained esoteric exoteric wrote number treatises pertaining increasingly popular Pure Land Buddhism Tendai magnum Ōjōyōshū Birth Pure considerable influence later Pure Land teachers Honen In spite growing political tensions Tendai religious despite leading disciples controversial head Enryakuji Genshin small group fellow monks maintained secluded community Yokawa Mount Hiei solely devoted rebirth Pure staying largely neutral He thinkers maintained nembutsu said induce vision important hermeneutic principle Buddhist doctrinal summarizing emphasized efficacy nembutsu rebirth Pure holistic approach number mutually supportive practices personal contrast exclusive teaching The purpose intent Pure Land remained larger Tendai Lotus Sutra central expedient means path teachings ritual highly influential Heian Period Buddhist
rock keyboard,The keytar lightweight synthesizer supported strap neck similar way guitar supported Keytars allow players greater range movement compared conventional placed stationary stands The instrument musical keyboard triggering musical notes Various controls placed including pitch term portmanteau words This style keyboard referred manufacturers variations Though term introduction major manufacturer Alesis company referred product Keytar CEO Tap Tap Kyle later came design Keytar The Roland incorporates synthesis referred manufacturer contain synthesizer MIDI In keytar needs connected keyboard amplifier PA system produce sound performer audience MIDI controller keytars trigger notes MIDI data external sound module computer synthesizer While keytars usually create musical like MIDI trigger lighting effects devices audio
speed garage,Speed garage known genre electronic dance associated UK garage regarded
atmospheric post-metal,
atmospheric doom,
charred death,
glam rock,Glam rock style rock music developed United Kingdom early performed musicians wore outrageous particularly platform shoes Glam artists drew diverse sources music throwaway pop ranging bubblegum pop rock roll science complex art The flamboyant clothing visual styles performers camp described playing gender Glitter rock extreme version glam UK charts inundated glam rock acts The March appearance Rex frontman Marc Bolan music Top wearing glitter cited beginning Other British glam rock artists included David Mott Roxy Music Gary Those central artists Elton Rod Stewart Freddie Mercury adopted glam In United scene Alice Cooper Lou Reed American artists score hit Other American glam artists include New York Suzi Iggy Pop It declined influenced musical genres including punk glam New death rock gothic
korean experimental,
belly dance,Belly dance رقص Dance dance origins It features movements hips It evolved different forms depending country costume dance Egyptian styles costumes recognized worldwide Egyptian The Egyptian style traditional Egyptian rhymes popular worldwide schools globe practicing
cosmic post-rock,
latin christian,
technical black metal,
deep new wave,
glitch,Glitch genre electronic music emerged It distinguished deliberate use audio media sonic glitching sounds featured glitch tracks usually come audio recording device digital electronics CD electric digital analog circuit hardware software computer vinyl record hiss system Sometimes devices broken devices broken expressly In Computer Music composer writer Kim Cascone classified glitch subgenre electronica term describe glitch
music hall,Music hall type British theatrical entertainment popular early Victorian beginning It faded away halls rebranded entertainment Perceptions distinction Britain bold scandalous Victorian Music Hall respectable Variety Music hall involved mixture popular speciality variety The term derived type theatre venue entertainment took In North America vaudeville ways analogous British music featuring rousing songs comic saloon bars public houses music hall entertainment increasingly popular So public houses specialised music hall theatres developed These theatres designed chiefly people consume food alcohol smoke tobacco auditorium entertainment took cheapest seats located This differed conventional type seats audience stalls separate Major music halls based Early examples Canterbury Music Hall Music Hall Tower The Middlesex Drury known Old halls cried new catchy As professional songwriters enlisted provide music plethora star Marie Dan Little George All manner entertainment male female lions mime artists trampoline comic pianists John Orlando Parry George types entertainments audiences expect find Music Hall Strike important industrial It dispute artists stage hands theatre managers culminating The halls recovered start First World War stage charity events aid war Music hall entertainment continued popular upcoming dance music Licensing restrictions drinking banned A new type music hall entertainment form music hall performers failed They deemed closure music hall entertainment ceased variety
neo-crust,Crust punk known crust form music influenced English punk rock extreme The evolved early songs dark pessimistic lyrics linger political social The term coined Hellbastard Ripper Crust partly defined It played fast tempo occasional slow Vocals usually raspy Crust punk takes cues Crass Discharge heavy metal bands like Celtic Black Sabbath While term associated Amebix described originators Discharge
amharic pop,
balalaika,The balalaika pronounced Russian stringed musical instrument characteristic triangular hollow fretted neck Two strings usually tuned note string perfect fourth The balalaikas play melodies The instrument generally short necessitating rapid strumming plucking play Balalaikas Russian folk music balalaika family instruments includes instruments piccolo prima secunda alto bass contrabass There balalaika orchestras consist solely different ensembles typically play Classical music arranged The prima balalaika piccolo There descant tenor considered All fir backs wooden sections prima secunda alto played fingers plectrum depending music bass contrabass extension legs rest played leather The rare piccolo instrument usually played
cyberpunk,Cyberpunk subgenre science fiction dystopian futuristic setting tends focus lowlife high featuring futuristic technological scientific artificial intelligence juxtaposed societal dystopia Much cyberpunk rooted New Wave science fiction movement writers like Philip Michael Roger John Philip José Farmer Harlan Ellison examined impact drug sexual revolution avoiding utopian tendencies earlier science exploring cyberpunk themes began appearing early Judge published Released William influential debut novel Neuromancer helped solidify cyberpunk drawing influence punk subculture early hacker Other influential cyberpunk writers included Bruce Sterling Rudy The Japanese cyberpunk subgenre began debut Katsuhiro manga series anime film adaptation directed later popularizing films genre include Ridley film Blade Philip works adapted films Do Androids Dream Electric The cyberpunk television TV series Max Headroom playing futuristic dystopia ruled oligarchy television computer hacking played central role story The films Johnny Mnemonic New Rose Hotel based short stories William flopped commercially The Matrix trilogy Judge Dredd successful cyberpunk cyberpunk media includes Blade Runner sequel original Dredd sequel original Upgrade Battle Angel based Japanese manga Battle Angel Netflix TV series Altered based Richard novel remake video game Final Fantasy video game Cyberpunk based Talsorian tabletop game
future ambient,
gambian hip hop,The Gambian hip hop scene relatively new scene African hip hop developed heavily influenced American hip hop Senegalese hip Gambian heavily influenced international music scene including Senegalese wolof American hip traditional Gambian mbalax Dominican merengue Jamaican dancehall influenced development Gambian
mezmur,Orthodox Tewahedo music refers sacred music Ethiopian Eritrean Orthodox Tewahedo The music long associated Zema developed century composer It essential liturgical service Church classified fourteen normal use Twelve musical instruments features Orthodox Tewahedo music tsenatsil kebero hand The modes chants respective services Ezel days Araray
folktronica,Folktronica genre music comprising elements folk music featuring uses acoustic instruments especially stringed instruments incorporating hip electronic dance varies based influences choice The Ashgate Research Companion Popular Musicology describes folktronica manner artists combined mechanical dance beats elements acoustic rock album Every Man Woman Star Ultramarine credited progenitor featured pastoral sound incorporated traditional instruments violin harmonica techno house In early artists Four Gravenhurst lumped folktronica media According The Sunday Times Encyclopedia Modern essential albums genre Four Pause Daughter Other Songs The Milk Human Kindness
progressive metal,Progressive metal shortened prog broad fusion music genre melding heavy metal progressive combining loud amplified sound cerebral compositions experimental examples introduced modern metal The music typically showcases extreme technical proficiency performers usually uses unorthodox harmonies complex rhythms frequent meter changes intense genre emerged progressive metal achieved widespread Dream Symphony Shadow Fates Warning examples progressive metal bands achieved commercial Soon rise thrash death metal bands started incorporate elements progressive music
indie jazz,
deep melodic hard rock,
tuareg guitar,Tishoumaren internationally known desert style music Sahara region northern west Critics describe music fusion blues rock music Malian North African Various terms describe including desert Saharan Mali Tuareg rock simply The style pioneered Tuareg musicians Sahara particularly Western Burkina Faso musical style took shape expression culture traditionally nomadic Tuareg amid difficult sociopolitical including widespread displacement exile The word Tishoumaren derived French word meaning genre pioneered popularized outside Africa Ali Farka Touré later In recent artists like Mdou Moctar Bombino continued adapt Saharan rock music achieved international
israeli traditional,
ethiopian pop,
medieval ensemble,
neo-kraut,
post-black metal,Black metal extreme subgenre heavy metal Common traits include fast shrieking vocal heavily distorted guitars played tremolo raw unconventional song emphasis Artists appear corpse paint adopt thrash metal death metal bands formed prototype black This included bands Mercyful Hellhammer Celtic A second wave arose early spearheaded Norwegian bands Satyricon The early Norwegian black metal scene developed style forebears distinct black metal scenes emerged Europe North scenes developed styles Some prominent Swedish bands spawned second second generation Sweden led synonym black metal sparked actions ideologies associated Some artists express misanthropic advocate forms extreme ethnic In members scene responsible spate church burnings There small movement black shunned prominent black metal strives remain underground
russian romanticism,List romantics
italian renaissance,The Italian Renaissance Rinascimento period Italian history covering The period known initial development broader Renaissance culture spread Europe marked transition Middle Ages Proponents argue started year lasted In beginning typically The French word renaissance rinascimento means defines period cultural revival renewed interest classical antiquity centuries Renaissance humanists labelled The Renaissance author Giorgio Vasari term rinascita Lives Most Excellent Architects concept widespread work scholars Jules Michelet Jacob Renaissance began Tuscany Central Italy centred city The Florentine rose economic political prominence providing credit European monarchs laying groundwork developments capitalism Renaissance culture later spread heart Mediterranean empire control trade routes east participation crusades following journeys Marco Polo Thus Italy renewed contact remains ancient Greek provided humanist scholars new Finally Renaissance significant effect Papal States largely rebuilt humanist Renaissance Julius II Leo X frequently involved Italian arbitrating disputes competing colonial powers opposing Protestant started Italian Renaissance reputation achievements Italy recognized European leader areas late era Peace Lodi agreed Italian The Italian Renaissance peaked century domestic disputes foreign invasions plunged region turmoil Italian Wars ideas ideals Italian Renaissance spread rest setting Northern Renaissance late Italian explorers maritime republics served auspices European ushering Age The famous include Christopher Columbus sailed Giovanni da Verrazzano Amerigo Vespucci John Cabot Italian scientists Galileo Torricelli played key roles Scientific foreigners Copernicus Vesalius worked Italian Historiographers proposed events dates conclusion European wars religion marking end Renaissance literature usually begin great Italian writers Dante Alighieri Petrarch Boccaccio Famous vernacular poets Renaissance include epic authors Luigi Pulci Matteo Maria Boiardo Ludovico Ariosto Torquato Tasso writers poet Poliziano Platonist philosopher Marsilio Ficino extensive translations Latin In early Baldassare Castiglione laid vision ideal gentleman lady The Book Courtier Niccolò Machiavelli cast jaundiced eye la verità effettuale della cosa effectual truth The humanistic chiefly parallel ancient modern examples Historians period include Machiavelli friend critic Francesco Guicciardini Giovanni Botero Reason The Aldine founded printer Aldo active developed Italic type pocket editions carry publish printed editions books Ancient Venice birthplace commedia Renaissance art exercised dominant influence subsequent European painting sculpture centuries artists Leonardo da Vinci Michelangelo Raphael Donatello Giotto Masaccio Fra Angelico Piero della Francesca Domenico Ghirlandaio Perugino Botticelli Titian Italian Renaissance architecture similar practised Brunelleschi Leon Battista Alberti Andrea Palladio Bramante Their works include Florence Cathedral Basilica Tempio Malatestiano private The musical era Italian Renaissance featured composers Giovanni Pierluigi da Palestrina Roman School later Venetian birth opera figures like Claudio Monteverdi In thinkers Giordano Bruno Pico della Mirandola emphasized naturalism rejecting dogma
middle earth,fictional setting English writer The term equivalent Miðgarðr Norse mythology Middangeard Old English including central continent imagined mythological widely read The Hobbit The Lord set entirely term large body fantasy entirety fictional main continent Earth imaginary period ending Third years tales focus This suggestive Old environs Shire reminiscent West town latitude peopled monsters including Through imagined peoples Men leave period described Men left
chasidic pop,
israeli classical,The music Israel combination Jewish music traditions come course century create distinctive musical For musicians sought original stylistic elements define emerging national In addition creating Israeli style musicians significant contributions pop rock international music Since flowering musical Israeli folk jazz musicians creating performing locally Many classical musicians Israelis Israeli The works Israeli classical composers performed leading orchestras Israel integral national Beginning days Hebrew songs public singalongs encouraged supported singalongs common pastime early force defining wrote Nathan This view music continues midst creating wrote Nahum leading music composers music Jewish immigrants Middle East brought musical melding molding new Israeli
progressive black metal,Progressive metal shortened prog broad fusion music genre melding heavy metal progressive combining loud amplified sound cerebral compositions experimental examples introduced modern metal The music typically showcases extreme technical proficiency performers usually uses unorthodox harmonies complex rhythms frequent meter changes intense genre emerged progressive metal achieved widespread Dream Symphony Shadow Fates Warning examples progressive metal bands achieved commercial Soon rise thrash death metal bands started incorporate elements progressive music
radio symphony,
salsa,Salsa music style Latin American Because basic musical components predate labeling controversies Most songs considered salsa primarily based son elements Latin plena All elements adapted fit basic son montuno template performed context salsa label commercially styles Latin dance nowadays considered musical style staples Latin American salsa bands predominantly assembled Cuban Puerto Rican musicians New York City The music style based late son montuno Arsenio Conjunto Chappottín Roberto These musicians included Celia Rubén Johnny Machito Héctor period parallel modernization Cuban son developed Los Van NG La Charanga Habanera artists Cuba songo styles present labelled Though limited continuous cultural exchange musicians inside outside Cuba
scottish smallpipe,The Scottish smallpipe bagpipe Colin Ross adapted earlier design There surviving examples similar historical instruments Montgomery dated held National Museum Some instruments built direct copies historical modern instruments directly modelled older modern instrument typically larger The innovations leading modern particular design largely taken Northumbrian evidence small pipes dating current form youngest bagpipe widespread having existed form early
compositional ambient,
deep breakcore,
electroacoustic composition,
fast melodic punk,
rap ecuatoguineano,
tololoche,The tololoche traditional musical instrument southern Its comes Mayan tolo loch later It similar smaller European double large produce It plucked fingers It purely folk classical northern Mexico Fara Fara norteño These styles include snare guitar bajo It musicians playing bars taverns northern The tololoche established north Mexico indispensable interpretation regional music awkward classical instrument purely role endangered electric instruments electric In modern instruments drum set electric bass began place tambor de rancho musicians composers returned tololoche consistency field traditional
world fusion,World music English phrase styles music including traditional World inclusive nature elasticity musical category pose obstacles universal ethic interest culturally exotic encapsulated Roots description genre music music follow American British pop folk given term music industries Europe North The term popularized marketing category traditional It grown include subgenres ethnic fusion Ry
alternative dance,Alternative dance known indie dance underground dance musical genre mixes alternative rock electronic dance Although largely confined British gained American worldwide exposure acts New Order Prodigy
deep space rock,
neo grime,
birdsong,Bird vocalization includes bird calls bird In bird songs bird sounds melodious human In ornithology songs complex distinguished function calls simple
cimbalom,The cimbalom concert cimbalom type chordophone composed trapezoidal box legs metal strings stretched damping pedal It designed created Josef Schunda based modifications existing Hammered dulcimer instruments present Central Eastern instrument mainly played cimbalom typically played striking strings The steel treble strings arranged groups tuned The bass strings arranged groups tuned The musical instrument classification system registers cimbalom number describe types different tuning systems lack dampers heavy construction concert In words instruments concert cimbalom similar țambal Romanian цимбали
classic afrobeat,
guqin,The guqin plucked Chinese musical It played ancient traditionally favoured scholars literati instrument great subtlety highlighted quote gentleman qin se good associated ancient Chinese philosopher It referred Chinese father Chinese instrument The guqin confused Chinese long stringed instrument moveable bridges instrument simply referred twentieth century term come applied musical instruments yangqin hammered huqin family bowed string Western piano violin examples The prefix meaning later added instrument called It called Because Robert Hans van book qin called The Lore Chinese guqin inaccurately called Other incorrect mainly music compact include guqin quiet range open strings tuned bass Its lowest pitch octaves middle lowest note Sounds produced plucking open stopped The use sound reminiscent pizzicato fretless double bass slide The qin represent different position Pressing different produces different sound The qin capable commonly indicated dotted By qin originally represent yu ancient Chinese music ancient instruments string strings The modern form stabilized seven known surviving pieces guqin music ancient imperial On November UNESCO announced Chinese guqin selected Intangible World Cultural In guqin listed List National Cultural Heritage In Song period guqin sold making expensive musical instrument
progressive death metal,Technical death metal referred musical subgenre death metal began developed particular focus demanding instrumental skill complex experimentation death metal began late early bands grouped death Big Cynic Pestilence Florida death metal distinct features genre include dynamic song complex atypical rhythmic abundant use diminished chords frequent employment odd time chord constant use string skipping Bass lines usually drums extremely abundant use blast beats extreme drumming The technical death metal genre influenced jazz thrash metal heavy metal bands like Dark second album Control Resistance considered sources inspiration album The Key Nocturnus cited progressive death metal One key works cemented subgenre debut album Piece released took death metal intricate level incorporating influences ranging jazz fusion progressive In New York death metal group Suffocation released debut album Effigy focused pairing speed brutality sense second album Unquestionable album Testimony fourth album Human released defining path death newly found intricateness having proved especially influential later technical death metal
jazz boom bap,
virgin islands reggae,
bemani,Bemani stylized music video game Originally named Games Music Division changed honor successful expanded notably rhythm games Dance Dance Guitar Drum
electroclash,Electroclash known nouveau new new genre music fuses new wave electropop electronic dance It emerged later thought reaching peak circa It pioneered associated acts DJ Miss Kittin The
anthem,An anthem musical composition usually symbol distinct particularly national anthems music theory religious refers particularly short sacred choral work frequently seen Sacred Harp types shape note particularly specific form liturgical In use began uses English language contrast originally Roman Catholic sets Latin
classical jazz fusion,
new isolationism,
reading,Music notation musical notation system visually represent aurally perceived music played instruments sung human voice use including notation durations absence sound types methods notation varied cultures information ancient music notation Even time different styles music different cultures use different music notation professional classical music sheet music staves noteheads common way notating professional country music session Nashville Number System main symbols include ancient symbols modern symbols media symbols cut clay pen papyrus parchment manuscript printed printing press computer printer printing modern copying ancient cultures symbols represent melodies particularly limited understanding The seeds eventually modern Western notation sown medieval starting Christian goal ecclesiastical The church began notating plainchant melodies chants Music notation developed Renaissance Baroque music In classical period Romantic music era notation continued develop new musical instrument technologies In contemporary classical music music notation continued introduction graphical notation modern composers score writer programs notating Music notation adapted kinds including classical popular traditional
sound art,Sound art artistic activity sound utilized primary medium Like genres contemporary sound art interdisciplinary hybrid According Brandon sound art practice interrogates condition sound process Western early examples include Luigi Intonarumori noise intoners subsequent experiments Situationist Fluxus events Because diversity sound debate sound art falls domains visual art experimental Other artistic lineages sound art emerges conceptual sound spoken sound experimental
chamber ensemble,Chamber music form classical music composed small group group fit palace chamber large Most includes art music performed small number performer contrast orchestral string played number usually include solo instrument intimate chamber music described music For chamber music played primarily amateur musicians chamber music performance migrated home concert amateur play chamber music Playing chamber music requires special musical differ skills required playing solo symphonic Wolfgang von Goethe described chamber music string quartet rational people This conversational paradigm refers way instrument introduces melody motif instruments subsequently similar motif thread woven history chamber music composition end century The analogy conversation recurs descriptions analyses chamber music
irish fiddle,The Celtic fiddle important instruments traditional repertoire Celtic The fiddle identical played differently widely varying regional In era sound recording regional styles transmitted widely
new wave pop,
japanese vgm,
black speed metal,
chinese classical piano,
experimental club,
experimental house,
latin hip hop,Latin known latin music recorded artists United States Hispanic Latino descent countries North Central South
neo-classical,Neoclassicism music particularly current interwar composers sought return aesthetic precepts associated broadly defined concept emotional As neoclassicism reaction unrestrained emotionalism perceived formlessness late experimental ferment decades twentieth The neoclassical impulse found expression features use performing emphasis rhythm contrapuntal updated expanded tonal concentration absolute music opposed Romantic program form thematic neoclassical music drew inspiration music inspiring canon belonged frequently Baroque earlier periods Classical music draws inspiration specifically Baroque termed Neoclassicism distinct national lines French partly influence Erik Satie represented Igor fact German Ferruccio actually represented Paul Neoclassicism aesthetic trend organized composers usually thought absorbed elements
punta rock,Punta Belizean form Garifuna music originating Belize created Pen Songs usually sung Belizean Kriol Garifuna rarely Spanish Many Garifuna American singers perform genre
covertrance,
middle eastern traditional,
palm wine guitar,
rock in opposition,Rock Opposition RIO movement representing collective progressive bands late united opposition music industry refused recognise It initiated English group Henry Cow March invited mainland European groups come London perform festival called
deep hardcore,
intelligent dance music,Intelligent dance music abbreviated style electronic music originating early defined idiosyncratic experimentation specific genre It emerged culture sound palette electronic rave music styles ambient acid Detroit techno regarded better suited home listening Prominent artists associated include Aphex Venetian Boards Black Future Sound Luke term dance likely inspired Warp compilation Artificial Intelligence said originated US formation electronic mailing list originally chartered discussion English artists appearing The term widely criticised dismissed artists associated including Aphex In music critic Sasha observed term widely reviled commonly
rock cristiano,
trap dominicano,
celtic rock,Celtic rock genre folk form Celtic fusion incorporates Celtic instrumentation themes rock music It extremely prolific early seen key foundation development highly successful mainstream Celtic bands popular musical creating important derivatives It played major role maintenance definition regional national identities fostering It helped communicate cultures external
commons,The commons cultural natural resources accessible members including natural materials habitable These resources held common owned privately Commons understood natural resources groups people user manage individual collective involves variety informal norms values employed governance defined social practice governing resource state market community users resource institutions
dark folk,known apocalyptic form experimental music blending elements folk industrial emerged punk rock circles Neofolk solely acoustic combine acoustic folk instrumentation
electro house,Electro house genre electronic dance music characterized heavy bass tempo beats The term describe music DJ Mag Top including Benny Steve Aoki
neoclassical darkwave,Neoclassical dark wave subgenre dark wave music characterized ethereal atmosphere soprano vocals strong influences classical
psychedelic folk,Psychedelic folk acid folk freak loosely defined form psychedelia originated It retains largely acoustic instrumentation adds musical elements common psychedelic
gothic rock,Gothic rock called goth rock simply style rock music emerged United Kingdom late The bands shifted dark music gothic overtones include Siouxsie Joy genre defined separate movement Gothic rock stood darker use primarily minor bass dark dramatic melancholic having inspirations gothic literature allied themes dark melancholy These themes approached The sensibilities genre led lyrics represent evil century romantic idealization death supernatural Gothic rock gave rise broader goth subculture included fashion publications
ancient mediterranean,
deep happy hardcore,
kawaii future bass,Future bass style electronic dance music developed mixes elements dubstep trap abrasive The genre pioneered producers Hudson San Holo Cashmere popularised mid artists Martin Louis Child Mura seen breakout year
musique nigerienne,
taiwan graduation song,
deconstructed club,Deconstructed known deconstructed music experimental style electronic dance music characterized approach abrasive dystopian It stands opposed tropes mainstream club dispensing beats stable tempo mixing eclectic abrasive
talent show,A talent event participants perform arts martial playing comedy activities showcase Many talent shows performances actual In instance participants motivated perform prize For high school students interest performing student body sole purpose performing offer different prizes incentive students participate
corrido,The corrido popular narrative metrical tale poetry forms The songs daily life vaquero socially relevant Corridos widely popular Mexican Southwestern American frontier development Tejano music New Mexico later influenced Western The corrido derives largely known form consists salutation singer prologue story moral farewell It popular genre today Mexico corridos popular Chilean celebrations Fiestas
dark wave,Dark wave typeset music genre emerged new wave movement late Dark wave compositions largely based minor key tonality introspective lyrics perceived romantic undertone The genre embraces range styles including cold ethereal gothic neoclassical dark wave subculture developed primarily Europe alongside dark wave followers called wavers dark In countries movement included fans gothic rock
neo-synthpop,
new wave of speed metal,
nu disco,dance music genre associated renewed interest late US European dance music early electronic dance The genre especially popular half experienced mild resurgence scenes associated original characterized house music fused disco elements incorrectly referred disco balearic known balearic beat revival confused house music French house disco French house usually features special phasers heavily compared usually programmed live original instrumentation relies The key difference song structure usually typical song structure pop classic disco multiple verses disco house generally constant unvaried character house
reiki,Reiki Japanese form energy type alternative Reiki practitioners use technique called palm healing healing said transferred palms practitioner patient order encourage emotional physical illustrative example pseudoscience scholarly texts academic journal It based qi practitioners universal life empirical evidence life force research reiki effective treatment medical including diabetic anxiety replace conventional medical There proof effectiveness reiki therapy compared Studies reporting positive effects methodological
technical groove metal,
cuban electronic,
chill groove,
gypsy jazz,Gypsy jazz known gypsy jazz manouche hot style jazz originating Romani guitarist Jean Reinhardt conjunction French swing violinist Stéphane Grappelli expressed group Quintette du Hot Club de Because origins Reinhardt Manouche style remained popular gypsy jazz called French English language Some scholars noted style named manouche late began late foremost group Romani guitarists working Paris The group included brothers Matelo Ferret brother Joseph While fellow guitarists featured soloists recordings Hot Club Reinhardt universally recognised outstanding improviser originator style guitar playing generally considered archetype style popular France recordings appearances original European countries immediately Second World fell favour came replaced homeland mainstream rock resurgence onwards performers audiences particular Festival Django Reinhardt commenced France location continues present
digital hardcore,Digital hardcore fusion genre combines hardcore punk electronic dance music genres drum bass drawing heavy metal noise It typically features fast tempos aggressive sound The style pioneered Alec Empire German band Atari Teenage Riot early sociological lyrical
traprun,
zolo,The term Zolo small town canton Zoro Zolo English fictional character Japanese manga series One villain film Romancing Major League Soccer expansion team commonly known toy established Makers ZoLO
cubaton,Reggaeton known reggaetón reguetón music style Puerto Rico influenced Reggae en Español Hip Bomba It evolved dancehall influenced American hip Latin Caribbean Vocals include rapping typically regarded popular music genres including Puerto Dominican Over genre seen increased popularity Latin acceptance mainstream Western
persian electronic,
gaming edm,
hauntology,Hauntology portmanteau haunting range ideas referring return persistence elements social cultural manner The term neologism introduced French philosopher Jacques Derrida book Specters It invoked fields visual electronic literary initially term refer idea atemporal nature Marxism tendency Western society It describes situation temporal ontological disjunction especially socially replaced deferred The concept derived attempt locate origin identity history inevitably find dependent existing set linguistic Despite central focus Spectres word hauntology appears times little consistency writers define term applied musicians theorists Simon Reynolds Mark said explore ideas related temporal cultural persistence
iranian experimental,
afrobeat,Afrobeat Nigerian music genre involves combination West African musical styles traditional Yoruba music American soul focus chanted complex intersecting The style pioneered Nigerian bandleader Fela responsible popularizing style outside Afrobeat Afrobeats sound originating West Africa takes diverse influences eclectic combination genres hip The
broken beat,Broken beat referred electronic dance music genre characterized syncopated beats tense including staggered punctuated snare beats hand It heavily influenced styles Artists area typically emerged drum hip techno acid jazz
lowercase,Lowercase extreme form ambientminimalism usually unheard sounds amplified extreme Minimal artist Steve Roden popularized movement album entitled Forms recordings handling paper These recordings commissioned Hollywood branch Los Angeles Public
punta,Punta dance cultural music originating Caribbean Island Saint Vincent And The Grenadines Garifuna people exiled Which known It African Arawak elements characteristics Garifuna traditional dance belonging Garifuna It known banguity arrival Garifuna people Punta Honduras April diaspora Garifuna commonly called dates amalgamation West African slaves Arawak Carib Punta reaffirm express struggle felt indigenous common heritage cultural art dance highlight strong sense endurance reconnecting ancestors Garifuna Besides punta following Saint Vincent United English songs performed indigenous Arawak languages Garinagu simply contemporary adaptations traditional Garifuna Being popular dance Garifuna Punta danced Garifuna Punta iconic Garifuna ethnicity modernity seen poetic folk art connects older cultures rhythms new Chumba circular dances triple combined
quartetto d'archi,The term string quartet refer type musical composition group people play Many composers century onwards wrote string The associated musical ensemble consists string quartet developed present form Austrian composer Joseph works established ensemble group equal Since Haydn string quartet considered prestigious writing instruments broadly similar characteristics constrains tests String quartet composition flourished Classical Wolfgang Amadeus Ludwig van Beethoven Franz Schubert wrote number Many Romantic composers composed string including Felix Robert Johannes Antonín Leoš Janáček Claude There slight lull string quartet composition later received resurgence Second Viennese Béla Dmitri Milton Babbitt Elliott Carter producing highly regarded examples remains important refined musical standard structure string quartet established Classical era movement sonata tonic slow movement related key minuet trio fourth movement rondo form sonata rondo tonic string quartet ensembles play years established promoted entity similar way instrumental soloist
rap kreyol,
bass house,Bass House refer style house music appeared Styles house listed NRHP Russell Boarding listed NRHP Giles Tennessee
